id,match
934,0.15333333333333332
6539,0.16666666666666666
6757,0.16
2275,0.09333333333333334
1052,0.15333333333333332
2696,0.16
3007,0.16666666666666666
2156,0.20666666666666667
8273,0.17333333333333334
3385,0.09333333333333334
7687,0.17333333333333334
6434,0.04
2437,0.08
426,0.10666666666666667
2825,0.10666666666666667
1791,0.30666666666666664
6688,0.1
6625,0.07333333333333333
4083,0.17333333333333334
7814,0.19333333333333333
596,0.05333333333333334
7191,0.08666666666666667
1299,0.12
1227,0.07333333333333333
783,0.36666666666666664
3858,0.18666666666666668
4297,0.09333333333333334
6729,0.18
7966,0.15333333333333332
1378,0.09333333333333334
539,0.21333333333333335
6295,0.18666666666666668
2956,0.09333333333333334
1050,0.1
1081,0.16666666666666666
3605,0.1
2712,0.06
8291,0.13333333333333333
953,0.16
794,0.12666666666666668
397,0.24666666666666667
165,0.12666666666666668
2897,0.12666666666666668
3295,0.15333333333333332
4615,0.18666666666666668
4193,0.22
2098,0.08666666666666667
7841,0.22666666666666666
3795,0.16
2080,0.22
4814,0.1
4479,0.06666666666666667
6466,0.18
3847,0.013333333333333334
5680,0.16666666666666666
1606,0.05333333333333334
3199,0.18666666666666668
4496,0.2
702,0.19333333333333333
4341,0.12
3013,0.09333333333333334
7842,0.17333333333333334
6906,0.13333333333333333
4409,0.05333333333333334
6763,0.1
5965,0.12
1127,0.09333333333333334
6079,0.1
3329,0.3
8146,0.18666666666666668
619,0.1
3269,0.2
25,0.12
4724,0.15333333333333332
2093,0.16
2051,0.10666666666666667
1945,0.21333333333333335
2917,0.30666666666666664
5472,0.26
8323,0.15333333333333332
1408,0.06
3186,0.15333333333333332
3499,0.10666666666666667
2515,0.03333333333333333
5242,0.15333333333333332
7065,0.08666666666666667
6826,0.18666666666666668
3364,0.13333333333333333
5918,0.16666666666666666
1220,0.2733333333333333
4854,0.16666666666666666
1988,0.13333333333333333
3005,0.06
7859,0.04
6043,0.08
2933,0.02666666666666667
6057,0.10666666666666667
5002,0.10666666666666667
5920,0.14666666666666667
236,0.05333333333333334
1825,0.17333333333333334
5443,0.11333333333333333
5228,0.06666666666666667
3134,0.26666666666666666
5756,0.15333333333333332
6122,0.15333333333333332
7300,0.11333333333333333
