id,match
934,0.11201839102731055
6539,0.26051767393123504
6757,0.18360082025649016
2275,0.08259823580264405
1052,0.1188030785550675
2696,0.17101476272335328
3007,0.13519525355199558
2156,0.2549823182089061
8273,0.2078750844484546
3385,0.17289173399157418
7687,0.11520422143874048
6434,0.06322803281604883
2437,0.08527168649907373
426,0.15505013009719576
2825,0.19269106879136927
1791,0.2215069912476279
6688,0.1025767441754352
6625,0.11687493850020823
4083,0.2538434227185193
7814,0.2415276402297228
596,0.08113803141692758
7191,0.07989623779236704
1299,0.14818069656746904
1227,0.07008636468330073
783,0.5896444016851482
3858,0.19370140069544872
4297,0.19357802971860813
6729,0.3056934203545408
7966,0.2720002009622124
1378,0.07759400517242639
539,0.18561479762662175
6295,0.2600172316529015
2956,0.08292128353277464
1050,0.1073729920693268
1081,0.15359249843726122
3605,0.17919348285299264
2712,0.10018613586319278
8291,0.20253836164113437
953,0.1749263868728796
794,0.1219359852433698
397,0.2833019628823062
165,0.10278866032343659
2897,0.12671854026313617
3295,0.21225149460535742
4615,0.22163748521783647
4193,0.2465545389472261
2098,0.13334102158016978
7841,0.3215865770640355
3795,0.2258646996659034
2080,0.3448346515122691
4814,0.15443570192168468
4479,0.06102388300915392
6466,0.30188237540464175
3847,0.06216382612317103
5680,0.2119255895042685
1606,0.07344699639115615
3199,0.4578007403736495
4496,0.16569021540294926
702,0.17076788278172206
4341,0.23615570956686038
3013,0.1593064482944144
7842,0.27419390497937846
6906,0.11197570109619108
4409,0.0868748279280278
6763,0.08077038221135482
5965,0.15443664941734608
1127,0.09904942239003121
6079,0.15115709897379048
3329,0.3296966918850868
8146,0.25663090494566165
619,0.13166499636360707
3269,0.25070632687223515
25,0.1492646432213422
4724,0.14353666337447354
2093,0.07851581547646119
2051,0.11961588588622227
1945,0.23251300323461369
2917,0.34648828283221333
5472,0.21239010263593222
8323,0.2713610855807236
1408,0.07549118493026398
3186,0.22004674938268445
3499,0.0745978207359834
2515,0.060688390328155074
5242,0.16873980973907018
7065,0.1574648793869385
6826,0.3666624934633054
3364,0.259319838643568
5918,0.21954325138795927
1220,0.44439823690803204
4854,0.16604506706384242
1988,0.1400764638221732
3005,0.10029024871022557
7859,0.0529892177842856
6043,0.08468026847425504
2933,0.04797808449842389
6057,0.15240149439728187
5002,0.06764392538561245
5920,0.15479023596768665
236,0.06467285862312856
1825,0.1426444579379791
5443,0.15128166156625397
5228,0.12284632356720401
3134,0.3357170502235758
5756,0.07303891886509371
6122,0.302300262203274
7300,0.17934757714341082
5087,0.13964892071379154
4308,0.09244277182891414
7909,0.08960472996082962
6909,0.4184322433973703
6021,0.16429167311731432
1770,0.20420112437985638
4836,0.3612609364192436
189,0.062245812724312705
5450,0.18561593729032766
7454,0.09374184707936731
6184,0.059383693863650694
6270,0.26891380494568695
36,0.161034411364778
7667,0.19747080010357085
3509,0.22780127913891693
2285,0.05808303824485222
3219,0.1411654852537215
291,0.3890505441738623
8047,0.11935079116456994
2571,0.11778498652373169
2650,0.07291693731583501
7145,0.12800438574354608
6300,0.22598055347183446
7987,0.20470937712528395
5291,0.2928642155637194
151,0.29195501595151946
7645,0.062101231213753084
6774,0.27120739074020794
5664,0.15869491165132674
6325,0.306567701077547
408,0.1457175582819895
71,0.3805368919257985
3579,0.10284591268944884
3080,0.13059321756627398
3246,0.09889956490441085
1132,0.06822987329959843
6200,0.2897487464435072
5370,0.1719778227938581
7587,0.26680706172181273
1822,0.1817575272580848
2543,0.07519128920445908
1912,0.09024306450776193
4148,0.23809561670734034
4530,0.051557734497208886
7141,0.1063273617793706
464,0.17938975896313272
7242,0.29754215177319127
52,0.22334670526311773
1526,0.11351437970331081
3552,0.09020153229065847
6801,0.17356144947981134
2371,0.09507456926191515
735,0.18950747910246912
7481,0.26398607276004965
