id,match
934,0.000940076
6539,0.63794154
6757,0.095776536
2275,0.0022559683
1052,0.00423635
2696,0.03206513
3007,0.0022719966
2156,0.06534946
8273,0.01042573
3385,0.053086102
7687,0.0032952586
6434,7.775207e-06
2437,6.2726385e-06
426,0.0060619507
2825,0.00078749674
1791,0.026642846
6688,0.001280221
6625,0.0009425679
4083,4.1266354e-05
7814,0.009518061
596,5.6764336e-05
7191,0.0005092252
1299,0.004772447
1227,7.1966766e-05
783,0.9949191
3858,0.23052499
4297,0.0005131632
6729,0.9808878
7966,0.036330953
1378,7.9038036e-05
539,0.02027613
6295,0.10039742
2956,0.00015445673
1050,0.0049709664
1081,6.9105267e-06
3605,0.0012512244
2712,0.002491789
8291,0.013782726
953,0.007627365
794,0.00087957224
397,0.3955795
165,0.00035380098
2897,0.0043339953
3295,0.10584876
4615,0.04872431
4193,0.09381451
2098,0.00024875844
7841,0.997523
3795,0.057280943
2080,0.04559143
4814,0.0042277896
4479,0.00020033623
6466,0.8262752
3847,6.0573e-06
5680,0.022148715
1606,3.3059194e-05
3199,0.8484992
4496,0.0014868552
702,0.0005751015
4341,0.2543933
3013,0.020308323
7842,0.96282226
6906,0.0036728093
4409,0.0014807484
6763,0.04149202
5965,0.0012285818
1127,0.0032850527
6079,0.00013989316
3329,0.041848555
8146,0.06061192
619,0.0018736726
3269,0.45953926
25,0.003983768
4724,0.00057588925
2093,1.7776178e-05
2051,0.0041980995
1945,0.06822326
2917,0.97700024
5472,0.018423913
8323,0.0061037643
1408,0.0001085259
3186,0.0069278264
3499,0.0020587211
2515,0.00016091195
5242,0.0066591213
7065,0.0072647757
6826,0.98984325
3364,0.18745923
5918,0.13466255
1220,0.9800464
4854,0.0022855513
1988,0.027803432
3005,0.00057908107
7859,4.1699845e-05
6043,0.00019875134
2933,1.5435104e-05
6057,0.002270053
5002,0.0030472875
5920,0.052397367
236,0.00020286816
1825,0.00018655455
5443,0.14119269
5228,0.0013479578
3134,0.008773782
5756,5.2805994e-05
6122,0.9849103
7300,0.005329783
5087,0.00029050934
4308,0.00020351312
7909,0.00021130634
6909,0.9995147
6021,0.0015773096
1770,0.029209085
4836,0.886222
189,6.8029054e-05
5450,0.011202698
7454,7.647371e-05
6184,7.1075674e-06
6270,0.37723902
36,0.00031771502
7667,0.0033843764
3509,0.08660985
2285,8.131461e-06
3219,0.0001055834
291,0.9948866
8047,0.0002232028
2571,0.00022062255
2650,3.1820266e-05
7145,0.00041280244
6300,0.030907437
7987,0.0061358414
5291,0.0961512
151,0.8712124
7645,1.2001828e-05
6774,0.06945967
5664,0.0009243296
6325,0.96454376
408,0.0011686144
71,0.03389594
3579,0.00021753322
3080,0.0035088614
3246,9.281486e-06
1132,5.5008117e-05
6200,0.12134636
5370,0.0008824823
7587,0.007586613
1822,0.0067200097
2543,1.8767223e-05
1912,0.00359839
4148,0.06667177
4530,3.4493572e-05
7141,1.4952107e-05
464,0.00061997987
7242,0.11378032
52,0.032553006
1526,0.00020848236
3552,0.002842542
6801,0.0031198987
2371,1.2216151e-05
735,0.0003627128
7481,0.035380285
7527,0.0021514692
703,9.703673e-06
1166,0.00027620792
534,0.99646384
7226,0.00036661277
6354,7.5984294e-06
2651,0.06548702
6930,4.1203395e-05
4214,4.4866552e-05
3371,0.0097463755
7719,0.008859996
4337,0.49685878
1461,0.00016809694
1638,0.00012165505
3671,0.00023313831
6275,0.0123393545
5879,0.0023049575
628,0.00014195716
4932,2.4091787e-05
216,0.16916457
6816,0.0032918435
1144,0.33778107
3903,0.0015630927
8034,0.32171136
7878,0.0018664579
1804,0.00033745705
442,6.094198e-06
3450,0.5402293
7470,0.0082449205
4065,0.12192934
6081,0.00024036334
2497,0.000111293266
1985,3.3846856e-05
1940,0.00013689975
7392,1.6618535e-05
5342,0.00020083215
2555,8.748648e-06
800,0.0018582623
8376,1.8733783e-05
7130,2.9381812e-05
7332,0.01021438
4831,0.0028919878
4818,0.042466663
5387,0.0002525455
1751,0.0026203827
7568,0.001860195
7816,0.0002297274
2268,0.0063858936
3305,0.00031944318
5544,6.346814e-06
4378,0.8677263
7693,7.3169525e-05
2927,0.00027014234
475,0.93314284
377,0.66043985
3487,2.7731967e-05
5659,0.00054105953
7357,1.945069e-05
2103,0.0023409855
6224,0.00021647097
299,0.008054483
1885,0.7395043
2225,0.0018708986
7994,0.0005649361
851,0.0001336213
6416,4.621224e-05
6868,2.1768528e-05
4632,0.09686576
556,0.00011689627
6754,0.035137225
7674,0.00038978033
4180,0.38846487
2538,0.00081395044
2180,0.008402848
5970,9.945158e-05
4046,0.26071885
7975,0.99721164
1960,0.46104583
315,0.046002775
5344,0.01641376
6802,1.7616783e-05
1552,2.4182755e-05
1002,0.00025344305
1727,0.0017210526
3278,0.066083685
6350,0.010148407
3534,7.085536e-05
7475,0.00014800264
519,0.00025767332
1994,0.03039969
6151,0.037927523
1510,0.18984148
1607,0.00019092164
7224,4.4360404e-05
2655,0.0015825424
4679,0.0031998858
7067,0.00022640199
7120,0.2768439
7432,0.0013637416
4894,0.056652047
6859,0.022287704
1690,0.0015978151
7885,2.0275598e-05
3871,0.0002014539
2952,0.0022875182
1396,4.4006094e-05
6501,0.00016032829
6252,5.6213743e-05
5042,0.005125105
2798,0.002492039
898,0.009947857
5184,6.548524e-05
1249,0.00014064484
5261,4.55407e-05
6838,0.00025302533
6403,0.008193752
7508,0.0432395
5469,0.00092916447
6956,0.0003762616
8086,0.0066260775
917,0.20404845
5313,0.0033098622
351,0.00013679013
8293,5.7656547e-05
2398,0.00048738418
2961,0.63497317
7731,7.180213e-06
4091,0.00019095988
5716,0.00028007876
3447,0.009244885
3006,0.00013364182
4522,0.00021587715
1514,0.51192474
4630,0.00756599
6787,1.9560588e-05
1842,0.0060251555
5741,0.015229752
